,Day of Week,Tenure Group,Email Domain,Age Group,Gender,Type,Subject Id
150,3.8299200000000004,0.0,0.0,0.0,0.0,0.0,0.0
151,3.0,0.0,0.0,0.0,0.0,0.0,0.0
152,1.3630369298944,0.0,0.0,0.0,0.0,0.0,0.0
153,2.736018826624,0.0,0.0,0.0,0.0,0.0,0.0
154,3.0,0.0,0.0,0.0,0.0,0.0,0.0
155,1.36888,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,-0.1,1.3926880000000001,0.0,0.0,0.0,0.0,0.0
158,4.2587333115609605,0.0,0.0,0.0,0.0,0.0,0.0
159,-0.12000000000000002,13.074928045087162,0.0,0.0,0.0,0.0,0.0
160,2.638,0.0,0.0,0.0,0.0,0.0,0.0
161,3.0,0.0,0.0,0.0,0.0,0.0,0.0
162,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0
163,3.0,0.0,0.0,0.0,0.0,0.0,0.0
164,-0.04000000000000001,1.98,0.0,0.0,0.0,0.0,0.0
165,3.3240000000000003,0.0,0.0,0.0,0.0,0.0,0.0
166,2.9801031078037137,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,3.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,3.18,0.0,0.0,0.0,0.0,0.0,0.0
172,3.0,0.0,0.0,0.0,0.0,0.0,0.0
173,3.0,0.0,0.0,0.0,0.0,0.0,0.0
174,7.644,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,8.856,0.0,0.0,0.0,0.0,1.3418279239936002,0.0
177,7.085478146762192,0.0,0.0,0.0,0.0,0.0,1.0
178,2.02248,0.0,0.0,0.0,0.0,0.0,0.0
179,11.433585024000003,0.0,0.0,0.0,0.0,0.0,0.0
180,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0
181,11.460796800000002,0.0,0.0,0.0,0.0,0.0,0.0
182,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0
183,1.06,0.0,0.0,0.0,0.0,0.0,0.0
184,8.730959674112,0.0,0.0,0.0,0.0,0.0,0.0
185,3.0,0.0,0.0,0.0,0.0,0.0,0.0
186,-0.1,10.624440960000001,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,3.0,0.0,0.0,0.0,0.0,0.0,0.0
190,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,5.4,0.0,0.0,0.0,0.0,0.0,0.0
193,3.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,5.4,0.0,0.0,0.0,0.0,0.0,0.0
196,6.459155890750294,0.0,0.0,0.0,0.0,0.0,0.0
197,4.825248,0.0,0.0,1.1836,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,7.764601485807617,0.0,0.0,0.0,0.0,0.0,0.0
200,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0
201,3.0,0.0,0.0,0.0,0.0,0.0,0.0
202,-0.1,-0.1,0.0,0.0,0.0,0.0,-0.1
203,5.460000000000001,0.0,0.0,0.0,0.0,0.0,0.0
204,-0.1,1.06,0.0,0.0,0.0,0.0,0.0
205,5.58,0.0,0.0,0.0,0.0,0.0,0.0
206,-0.1,1.324,0.0,0.0,0.0,0.0,0.0
207,3.0,0.0,0.0,0.0,0.0,0.0,0.0
208,3.0,0.0,0.0,0.0,0.0,0.0,0.0
209,3.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,5.724,0.0,0.0,0.0,0.0,0.0,0.0
214,5.724,0.0,0.0,0.0,0.0,0.0,0.0
215,8.856,0.0,0.0,0.0,0.0,0.0,0.0
216,7.668000000000001,0.0,0.0,0.0,0.0,0.0,0.0
217,-0.04000000000000001,2.76900494464,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,4.6903257348096,0.0,0.0,0.0,0.0,0.0,0.0
220,-0.1,0.0,0.0,0.3668461958400001,0.0,0.0,0.0
221,2.45028048,0.0,0.0,0.0,0.0,0.0,0.0
222,1.8,0.0,0.0,0.0,0.0,0.0,-0.1
223,4.55464,0.0,0.0,0.0,0.0,0.0,0.0
224,5.196016931020801,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2.7898482976000003,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,5.389451737600001,0.0,0.0,0.0,0.0,0.0,0.0
229,3.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,3.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,1.175128,0.0
233,3.79368,0.0,0.0,0.0,0.0,0.0,0.0
234,3.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,1.9188,0.0,0.0
236,4.16744,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,8.325447455458562,0.0,0.0
238,1.324,0.0,0.0,0.0,0.0,0.0,0.0
239,11.663767768561152,0.0,0.0,0.0,0.0,0.0,0.0
240,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
241,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,3.9029190400000005,0.0,0.0,0.0,0.0,3.18,0.0
243,3.0,0.0,0.0,0.0,0.0,0.0,0.0
244,5.038950231809281,0.0,0.0,0.0,0.0,0.0,0.0
245,5.4,0.0,0.0,0.0,0.0,0.0,0.0
246,2.1703968000000002,0.0,0.0,0.0,0.0,0.0,0.0
247,5.4,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,2.9447200000000002,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,5.693716800000001,0.0,0.0,0.0
255,1.8636,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,5.487627636041596,0.0,0.0,0.0,0.0,0.0,0.0
258,2.7196,0.0,0.0,0.0,0.0,0.0,0.0
259,2.6450879680000003,0.0,0.0,0.0,0.0,0.0,0.0
260,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
261,3.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0
262,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,3.6060492683194374,0.0,0.0,0.0,0.0,0.0,0.0
265,5.4,0.0,0.0,0.0,0.0,0.0,0.0
266,2.800851864110884,0.0,0.0,0.0,0.0,0.0,0.0
267,5.4,0.0,0.0,0.0,0.0,0.0,0.0
268,8.856,0.0,0.0,0.0,0.0,0.0,0.0
269,5.4,0.0,0.0,0.0,0.0,0.0,0.0
270,3.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,8.0184,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,3.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,5.4,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,1.0,8.463840000000001,0.0,0.0,0.0
278,1.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0
279,6.7428034016760074,0.0,0.0,0.0,0.0,0.0,0.0
280,1.6525076976230402,0.0,0.0,0.0,0.0,0.0,0.0
281,3.0,0.0,0.0,0.0,0.0,0.0,0.0
282,-0.1,1.1380000000000001,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,5.4,0.0,0.0,0.0
285,5.9832,0.0,0.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,5.58,0.0,0.0,0.0,0.0,0.0,0.0
288,3.18,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,3.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,3.0,0.0,0.0,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,3.18,0.0,0.0,0.0,0.0,0.0,0.0
297,8.87088,0.0,0.0,0.0,0.0,0.0,0.0
298,3.1908000000000003,0.0,0.0,0.0,0.0,0.0,0.0
299,3.7828239136,0.0,0.0,0.0,0.0,0.0,0.0
300,-0.1,-0.1,-0.04000000000000001,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
303,5.58,0.0,0.0,0.0,0.0,0.0,0.0
304,3.748,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2.9080000000000004,0.0,0.0,0.0,0.0,0.0,0.0
307,5.7446064,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,3.0,0.0,0.0,0.0,0.0,0.0,0.0
310,3.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,3.0,0.0,0.0,0.0,0.0,0.0,0.0
315,3.18,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,5.4
317,5.538162114368001,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,1.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0
320,-0.1,0.0,0.0,2.0408880000000003,0.0,0.0,0.0
321,1.0,0.0,0.0,0.0,0.0,0.0,0.0
322,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,4.014800000000001,0.0,0.0,3.18,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,7.32,0.0,0.0,0.0,0.0,0.0,0.0
327,3.0,0.0,0.0,0.0,0.0,0.0,0.0
328,3.0,0.0,0.0,0.0,0.0,0.0,0.0
329,3.0,0.0,0.0,0.0,0.0,0.0,0.0
330,3.3348,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,5.0541318528,0.0,0.0,0.0,0.0,0.0,0.0
338,1.1800000000000002,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
341,3.0,0.0,0.0,0.0,0.0,0.0,0.0
342,-0.1,-0.1,1.2341751424,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,10.01529371648,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,1.0,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,5.4,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0,3.0
351,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,3.0,0.0,0.0,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,4.265163308736001,0.0,0.0,0.0,0.0,0.0,0.0
356,3.18,0.0,0.0,0.0,0.0,0.0,0.0
357,1.0,0.0,0.0,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,3.37306416,0.0,0.0,0.0,0.0,0.0,0.0
360,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
363,1.06,0.0,0.0,0.0,0.0,0.0,0.0
364,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,4.46328,0.0,0.0,0.0,0.0,0.0,0.0
367,3.18,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,3.0,0.0,0.0,0.0,0.0,0.0,0.0
370,3.0,0.0,0.0,0.0,0.0,0.0,0.0
371,3.18,0.0,0.0,0.0,0.0,0.0,0.0
372,1.0,0.0,0.0,0.0,0.0,0.0,0.0
373,1.9596,0.0,0.0,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,1.0,0.0,0.0,0.0,0.0,0.0,0.0
376,6.681950016054317,1.111816,0.0,-0.1,0.0,0.0,0.0
377,-0.1,3.0186960000000003,0.0,0.0,0.0,0.0,0.0
378,2.5631932781140483,0.0,0.0,0.0,0.0,0.0,0.0
379,4.599600000000001,0.0,0.0,0.0,0.0,0.0,0.0
380,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
383,4.931476941907457,0.0,0.0,0.0,0.0,0.0,0.0
384,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
385,3.0,0.0,0.0,0.0,0.0,0.0,0.0
386,-0.1,-0.1,11.282141017088001,0.0,-0.1,0.0,0.0
387,3.0,0.0,0.0,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,5.4,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,1.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,3.18,0.0,0.0,0.0,0.0,0.0,0.0
394,4.4427936,0.0,0.0,0.0,0.0,0.0,0.0
395,4.3307374771200005,0.0,0.0,0.0,0.0,0.0,0.0
396,5.4,0.0,0.0,0.0,0.0,0.0,0.0
397,1.0,0.0,0.0,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,4.6576691277529605,1.0,0.0,0.0,0.0,0.0,0.0
400,-0.1,1.0,0.0,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,1.2920000000000003,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,-0.1,0.0,0.0,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,12.200010496,0.0,0.0,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,3.1908000000000003,0.0,0.0,0.0,0.0,0.0,0.0
410,3.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,3.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0.0,0.0,3.0,0.0
416,3.0600000000000005,0.0,0.0,0.0,0.0,0.0,0.0
417,4.0292624,0.0,0.0,0.0,0.0,0.0,0.0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,-0.1,-0.04000000000000001,0.0,0.0,0.0,0.0,0.0
421,3.0,0.0,0.0,0.0,0.0,0.0,0.0
422,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
423,3.0,0.0,0.0,0.0,0.0,0.0,0.0
424,3.8600000000000003,0.0,0.0,0.0,0.0,0.0,0.0
425,3.0,0.0,0.0,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,3.0,0.0,0.0,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0,0.0,3.0,0.0
430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,3.0,0.0,0.0,0.0,0.0,0.0,0.0
432,3.0,0.0,0.0,0.0,0.0,0.0,0.0
