,0,1,2,3,4,5
0,0.23071428582412729,-2.064285713919573,-2.064285713919573,0.230714285824128,9.785714286934752,-2.064285713919573
1,-0.7142857102174962,-5.214285713065247,-5.214285713065247,-0.7142857102174962,-5.214285713065247,-2.064285713919573
2,1.351027541584711,-1.0,-1.0,-0.1,-1.0,-1.0
3,-0.713707436261261,-3.030060328252677,-3.054995423159948,-0.7135934840352485,-3.032797832135231,-1.0400571417644437
4,-0.1,-1.0,0.0,-0.1,0.0,0.0
5,-0.712649897520101,-1.0,-1.0,-0.7124475897055098,-1.8401085737607847,-1.1008599414000677
6,-0.18600000000000003,-1.0,-1.0,-0.1,-1.0,-1.0
7,-0.7091692894833219,-1.839457752874182,-1.8424930963179316,-0.7093936238063268,-1.0,-1.0080891854509577
8,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.7029149763665343,-2.471186140789968,-1.0,-0.7036889254037967,-2.5032691044127686,-0.7423774254025161
10,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.678273932457985,-3.0245142905170743,-1.8,-0.6764667833387744,-1.0,-0.742824125867741
12,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.6780969605947413,-2.508837857336844,-1.0,-0.6780906318183502,-1.8369635665370274,-0.7431413109603966
14,0.0,0.0,0.0,0.0,0.0,0.0
15,-0.6294062902824714,-1.0,-1.815288,-0.6206053320619831,-1.0,-0.7431428567650642
16,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.39250584347008005,-1.0,-1.0,-0.37187344,-1.0,-0.41285714278391494
18,0.0,0.0,0.0,0.0,0.0,0.0
19,-0.26408800000000004,-1.0,-1.0,-0.32350368,-1.0,-0.41285714278391483
20,-0.18000000000000002,-1.0,-1.0,1.1376459954734186,-1.0,-1.0
21,-0.7110359657506067,-2.5161383890768905,-1.8363953273552325,-0.711441823991468,-1.8426102956454082,-1.313294993047581
22,-0.1,-1.0,-1.0,-0.1,0.0,0.0
23,-0.708312204605642,-1.8416893927271585,-1.0,-0.7086196443165632,-1.0,-1.2207816526786794
24,-0.1,0.0,0.0,0.0,0.0,0.0
25,-0.7058482176313546,-3.0372096230868033,-1.822302118593024,-0.7057355316071685,-1.0,-0.7593916008242418
26,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.6947618930699232,-1.0,-1.840580877307254,-0.6918709191685665,-1.0,-0.7422815184723456
28,0.0,0.0,0.0,0.0,0.0,0.0
29,-0.6702209007863845,-1.82006483904,-1.0,-0.6677027552293352,-1.0,-1.0072218014045233
30,0.0,0.0,0.0,0.0,0.0,0.0
31,-0.5763151305730111,-1.832993748860409,-1.0,-0.5705844323836322,-1.0,-1.2187406793120101
32,0.0,0.0,0.0,0.0,0.0,0.0
33,-0.48499124640833324,-1.0,-1.0,-0.49478169201364885,-1.0,-0.7431336650778324
34,0.0,0.0,0.0,0.0,0.0,0.0
35,-0.5155823873214778,-1.0,-1.0,-0.4932319113413064,-1.0,-0.7431428537679277
36,0.0,0.0,0.0,0.0,0.0,0.0
37,-0.38834283630985245,-1.0,-1.0,-0.4123771560119063,-1.81981133856,-0.41285714278190594
38,0.0,0.0,0.0,0.0,0.0,0.0
39,-0.43667448,-1.0,-1.0,-0.41743782202687496,-1.0,-0.41285714278391483
40,-0.25000000000000006,-1.0,-1.0,-0.18600000000000003,-1.0,-1.0
41,-0.7060404921204624,-1.8153096,-2.5113689150399168,-0.706661767988388,-2.4618403168,-1.3920132564386543
42,-0.25960000000000005,-1.0,-1.0,-0.1,-1.0,-1.0
43,-0.703341593973694,-3.046999802674394,-1.0,-0.7036930783783929,-1.0,-0.742580061338466
44,-0.1,0.0,0.0,0.0,0.0,0.0
45,-0.6991088049057147,-1.8231976302719999,-1.8405759000280526,-0.6975546298518486,-2.504098895804298,-1.0066354185275044
46,-0.1,0.0,0.0,0.0,-1.0,0.0
47,-0.678373220171439,-1.833350926966502,-1.0,-0.6723997796827444,-1.8317827731753873,-0.7642345382935493
48,0.0,0.0,0.0,0.0,0.0,0.0
49,-0.6263552228901139,-1.0,-1.0,-0.6278675501868322,-1.0,-0.7429744610941504
50,0.0,0.0,0.0,0.0,0.0,0.0
51,-0.5694780283347994,-1.8,-1.0,-0.5513497700636255,-1.81116,-1.0073692011765245
52,0.0,0.0,0.0,0.0,0.0,0.0
53,-0.47951690506166333,-1.0,-1.8,-0.4585768256862208,-1.0,-0.7431428563852166
54,0.0,0.0,0.0,0.0,0.0,0.0
55,-0.2643976,-1.0,-1.0,-0.31999056000000003,-1.0,-0.4128571427839143
56,0.0,0.0,0.0,0.0,0.0,0.0
57,-0.19116,-1.0,-1.0,-0.2548,-1.0,-0.41285714278391383
58,0.0,0.0,0.0,0.0,0.0,0.0
59,-0.4378428673185225,-1.0,-1.0,-0.4204372172951041,-1.0,-0.41285714278391483
60,-0.18000000000000002,-1.0,-1.0,-0.18000000000000002,-1.0,-1.0
61,-0.6977800068754052,-1.8391808394642606,-1.0,-0.6994876760812837,-1.0,-1.006962132623489
62,-0.18600000000000003,-1.0,-1.0,-0.1,-1.0,-1.0
63,-0.6907296303336481,-1.0,-1.0,-0.6916093744849884,-1.840726688849147,-0.7429998492954917
64,-0.1,-1.0,-1.0,-0.1,0.0,0.0
65,-0.6918394114542784,-1.0,-1.0,-0.689224093815873,-1.0,-0.7423198256300338
66,-0.1,0.0,0.0,0.0,0.0,0.0
67,-0.6706168055739308,-1.8,-1.0,-0.6648429038780624,-1.0,-1.0073352208567654
68,0.0,0.0,0.0,0.0,0.0,0.0
69,-0.5834642059143924,-1.0,-1.0,-0.564166876697553,-1.0,-0.7431373384437285
70,-0.1,-1.0,-1.0,-0.1,0.0,0.0
71,-0.4375753848913921,-1.0,-1.0,-0.4262790891985921,-1.0,-0.7431428539377611
72,0.0,0.0,0.0,0.0,0.0,0.0
73,-0.4368623586947255,-1.0,-1.81116,-0.4253476747968001,-1.8200565532800002,-0.41285714278391383
74,0.0,0.0,0.0,0.0,0.0,0.0
75,-0.26852560000000003,-1.0,-1.0,-0.25996,-1.0,-0.41285714278391494
76,0.0,0.0,0.0,0.0,0.0,0.0
77,-0.1,-1.0,-1.0,-0.1,-1.0,-0.41285714278391483
78,-0.1,-1.0,-1.0,-0.1,0.0,0.0
79,-0.1,-1.8,-1.0,-0.1,-1.0,-0.41285714278391483
80,-0.18600000000000003,-1.0,-1.0,-0.18600000000000003,-1.0,-1.0
81,-0.6539361470612661,-2.5082494121476424,-1.0,-0.6554957946948763,-3.0071556009342024,-0.7430680917376432
82,-0.25960000000000005,-1.0,-1.0,-0.25996,-1.8,-1.0
83,-0.6692263140616187,-1.0,-1.0,-0.6707550883019735,-1.0,-1.007296583065636
84,-0.18600000000000003,-1.0,-1.0,-0.1,-1.0,-1.0
85,-0.579159360112569,-1.0,-1.0,-0.573298794488487,-1.822757184109281,-1.007349643910564
86,-0.18600000000000003,-1.0,-1.0,-0.1,-1.0,-1.0
