,Subject Id,Day of Week,Tenure Group,Email Domain,Age Group,Gender,Type
0,0.8202528714637375,1.1520222482579607,7.1428571428571415,-0.28873722682946984,1.0610566635649745,1.4958555729387912,1.415385490130589
1,-0.1,-0.1409365718821361,7.115871150610229,0.029046789192671327,0.008028799999999992,0.0,0.0
2,-0.24400000000000005,-0.18000000000000002,7.134065209901162,0.0,-0.04128150082292695,0.0,0.0
3,7.1428571428571415,1.2173826663165617,6.651682064365634,0.32342357814568845,6.57671220586091,1.3077712964429844,1.5302052326192108
4,6.179980796872201,-0.099518272,0.0,0.0,0.0,-0.1,0.11573794524748933
5,3.974443249511323,0.0,0.0,0.0,1.4285714048792693,0.0,0.0
6,-0.1,-0.04000000000000001,-0.0876900301532415,-0.1,3.237151265723682,0.0,0.0
7,-0.1,7.13870641943843,0.0,1.426875447173978,0.0,0.0,-0.02894002933913963
8,-0.04000000000000001,-0.04000000000000001,7.014176187559412,0.27053379637018077,0.0,0.0,0.0
9,7.1428571428571415,5.940045903503215,6.650679988914042,6.644763135069556,0.5177736827768527,6.15132242261695,0.8399233010794149
10,0.15298203900668028,1.2812034759129336,7.127469785412872,1.4284755931564825,0.29492754779504343,0.1530194579778788,0.0
11,7.1428571428571415,2.571428571428571,2.5691790914359185,2.570076957796166,3.3850303800162838,4.217142857142857,3.989413104359875
12,-0.04000000000000001,-0.1,5.644541158965181,0.0,-0.015324768913394972,0.2002793143512226,0.0
13,6.171531792519981,0.0,0.0,1.427208288428165,0.0,0.0,0.0
14,-0.1,-0.04000000000000001,6.694270379228448,0.0,-0.1,0.0,0.0
15,7.142857139634842,2.2284648088583263,3.998187727316199,0.8026591059243704,0.23095961735945483,0.28794221589526336,0.4298962115664396
16,-0.1,-0.1,3.4746309768277905,0.0,0.0,0.0,0.0
17,-0.1,-0.1,0.31527436770879175,0.0,0.0,0.0,0.0
18,-0.1,-0.1,6.262645906665561,0.0,0.0,0.0,0.0
19,-0.1,-0.1,4.215872483963412,0.0,0.0,-0.1,0.0
20,-0.18000000000000002,-0.1,-0.09870984703067044,-0.1,-0.1,-0.1,1.1629048377097675
21,-0.12000000000000002,-0.04000000000000001,6.749998570640353,0.0,0.0,0.0,0.0
22,-0.18000000000000002,-0.1,-0.1,-0.1,0.0,0.0,0.0
23,-0.1,-0.1,5.241675054589887,0.0,0.0,0.0,0.0
24,-0.1,-0.1,-0.1,-0.08302441200730504,0.0,0.0,0.0
25,1.0,0.0,0.0,0.0,1.4081701143279366,0.0,0.0
26,-0.1,-0.17477750918400003,-0.1,0.0,0.0,0.0,0.0
27,7.142852508685205,-0.04000000000000001,2.4327680912776026,0.0,0.0,0.0,0.0
28,-0.1,-0.1,6.876966882024073,0.3285194124142195,0.0,0.0,0.0
29,7.1428571428571415,4.769643191059352,5.644814772172553,5.6012384654855865,4.700197596680179,5.944431154818479,0.9102039574668138
30,7.142857142854995,-0.04000000000000001,1.154261766818759,2.5714285713325955,5.270294859701494,0.9450225929312763,3.997572160240522
31,7.142857142857138,5.0366098441121325,5.944484548199722,4.802284778790661,0.7912801838211843,4.2171427939831645,3.4197664345351617
32,7.1428571428571415,5.288022056862752,6.183192298456334,4.80228540836147,5.935076473418357,5.927973408342325,4.207787367158638
33,1.885896656901893,0.18813710556743768,2.5639263710934745,2.5673980038771607,7.142788341095488,0.0,1.4285714285038507
34,0.2935782853245084,0.6068316187265239,7.142857142853684,1.4285714285714286,0.13471386848809894,0.0,0.6770110024841325
35,7.012175596932988,0.0,0.0,0.0,0.0,0.0,0.0
36,0.9535913598603885,7.1428571428571415,6.171008623214238,5.420653265800347,-0.1344697921535679,0.36823637000104187,4.767533173070376
37,-0.1,-0.23996547498809778,0.0,0.10498304703751243,-0.014371208873173114,1.4285662923006357,7.1428571144167865
38,-0.1,-0.1,5.074569125753771,0.0,-0.1,0.0,0.0
